idx,PREGUNTA,fscores,selected,part
263,"Choose the sentence that best explains what the speaker means.<br><br>John was in London for a year, but he could never get used to the insipid food and the miserable weather.",-2.123812533,FALSE,2
264,"Choose the sentence that best explains what the speaker means.<br><br>Karen is plump. Her cousin Kate, on the other hand, is slim.",1.340673802,FALSE,3
265,Choose the sentence that best explains what the speaker means.<br><br>Listen to that music! Even my grandfather is dancing.,-1.485177458,FALSE,1
266,"Choose the sentence that best explains what the speaker means.<br><br>She&#146;s extremely rich. She&#146;s not snobbish, though.",1.389198813,FALSE,3
267,"Choose the sentence that best explains what the speaker means.<br><br>Since the weather forecast warned us about the bad weather, I had the children put on two pullovers.",1.245699997,FALSE,3
268,"Choose the sentence that best explains what the speaker means.<br><br>The government is having problems with illegal immigration. Furthermore, the country&#146;s economic policies are failing.",0.576965645,FALSE,3
269,"Choose the sentence that best explains what the speaker means.<br><br>The union workers will go on a strike, unless the board members accept their petitions.",1.22389006,FALSE,3
270,"Choose the sentence that best explains what the speaker means.<br><br>They got me to fry them eggs for breakfast, which took quite long, because our stove is not in perfect order.",-1.110834547,TRUE,3
271,Choose the sentence that best explains what the speaker means.<br><br>Why don&#146;t you put on your coat? You could catch a cold.,0.1955577109,TRUE,2
272,"Choose the sentence that means the same as the statement.<br><br>""Don&#146;t fly kites near electric overhead cables."" said my father.",1.418661305,FALSE,3
273,"Choose the sentence that means the same as the statement.<br><br>""I&#146;m feeling a little bit under the weather."" he said.",1.243783195,FALSE,3
274,"Choose the sentence that means the same as the statement.<br><br>""I promise I will eventually take you to Prague."" said Mary. ",1.809392295,FALSE,3
275,"Choose the sentence that means the same as the statement.<br><br>""Let&#146;s have lunch, I&#146;m starving,"" she said.",1.98980015,FALSE,3
276,"Choose the sentence that means the same as the statement.<br><br>&quot;Don&#146;t forget to phone Granny,&quot; said Mom.",-0.04143651478,TRUE,3
277,"Choose the sentence that means the same as the statement.<br><br>&quot;I didn&#146;t do anything at all ,&quot; she said. ",1.076410899,FALSE,3
278,"Choose the sentence that means the same as the statement.<br><br>&quot;I hope Andy phones tonight,&quot; said Clare. ",0.624654303,FALSE,3
279,Choose the sentence that means the same as the statement.<br><br>&quot;Please! Please! Don&#146;t tell anyone!&quot; he said.,-1.684675689,TRUE,3
280,"Choose the sentence that means the same as the statement.<br><br>""You&#146;d better take driving lessons."" she said.",0.5691419681,FALSE,3
281,Choose the sentence the speaker would say next.<br><br>I don&#146;t know about renting the premises: the walls are scratched and the pipes leaking.,-0.06879243733,TRUE,3
282,"Choose the statement that best represents what the speaker would say next.<br><br>Charles and Caroline are happy, they  just got married.",0.3593833159,FALSE,1
283,Choose the statement that best represents what the speaker would say next.<br><br>I&#146;m so hungry I could swallow a horse.,-0.6331833134,FALSE,2
284,Choose the statement that best represents what the speaker would say next.<br><br>I couldn't go to class last week.,2.018635752,FALSE,2
285,Choose the statement that best represents what the speaker would say next.<br><br>I got stuck in traffic and couldn&#146;t go to the meeting.,0.6866069505,TRUE,2
286,Choose the statement that best represents what the speaker would say next.<br><br>Peter and Justine are father and daughter.,-0.4493156876,FALSE,1
287,Choose the statement that best represents what the speaker would say next.<br><br>This report doesn&squo;t say whether the meeting is in the morning or afternoon.,0.4016076281,TRUE,2
288,Choose the statement that best represents what the speaker would say next.<br><br>This seat seems to be free.,1.123251237,TRUE,2
289,Cigarette smoking could kill you. _____________,0.7849376096,FALSE,1
290,Clara has got a headache. She ________________ with us to the club.,0.2465557951,FALSE,1
291,Claudia: There&#146;s no milk in the fridge.<br>    Nicholas: Really? ________ some tomorrow.<br>,0.3015449583,FALSE,1
292,Colombian women __________ very beautiful,0.675771546,FALSE,1
293,Could you ask Andy ____________________ ?,0.8197785675,FALSE,3
294,"Dave thinks she&#146;s from the United States, but judging by her accent, she ________ be British.",1.443303161,FALSE,2
295,Did Sandra _____________  the lights before we left?,1.326682986,TRUE,1
296,Do you know __________________________ she's coming to the party?,1.203440965,FALSE,3
297,Do you know where I can _________________ my fortune?,-1.048538381,TRUE,3
298,Do you _______________that you wrote the article? said Mr. Jordan.,0.647390542,TRUE,2
299,Do you think we can get Karen _________ us to San Diego?,0.7337625436,FALSE,3
300,Everyone was home for the holidays. There wasn&squo;t  ___________ Christmas than that.,1.451490795,FALSE,2
301,Excuse me! Your music is very loud. _________________,1.634942543,FALSE,2
302,Gloria is very upset at her son. She ______________.,0.1006951892,FALSE,1
303,Gloria: Joe took your new car.<br>Samuel: WHAT? ________ him. He had an accident last week!<br>,1.491408521,TRUE,1
304,Have you ever ________ to New York? No I&#146;ve never ________ there.,0.1279096455,TRUE,2
305,"Have you ________ to the top of the Empire State Building? No, I ________ yet.",0.1215762406,TRUE,2
306,He asked me if ____________________________.,2.248812682,FALSE,3
307,He bought all the books ________.<br>,-1.676309476,TRUE,3
308,He can ___ to his radio when my mother is not at home.,1.779136375,TRUE,1
309,He can ________________ very well.,1.215364548,TRUE,1
310,"He covered all the walls with wooden boards. ______ , the damages the tornado caused were very little.",0.4766807708,FALSE,3
311,Henry: What time should we meet Gloria at the airport?<br>Nina: I think  she ________ in half an hour. I think we should leave now.<br>,0.5754578954,FALSE,1
312,Her husband always _________________  the laundry.,-1.227890666,TRUE,3
313,He told me that when he was little___________________________.,-0.1683064809,TRUE,3
314,How long ______________  in Canada?,1.393566154,FALSE,2
315,I&#146;m not sure where Dave is. He __________ taken Benjamin to a movie or to the zoo.<br>,2.082728557,FALSE,3
316,I&#146;ve just ________ back from L.A. I ________ at least six weeks over there. ,-1.018169617,FALSE,2
317,I  ________ a Broadway show.,2.405982586,FALSE,2
318,I ______ all about it if you hadn&#146;t reminded me.,0.6588807024,FALSE,3
319,I ____________ a lot of new friends since I moved to this building.,2.046125691,FALSE,2
320,I always ___ the window at night because it is cold.<br><br>,0.1675017799,FALSE,1
321,________________ I am carrying all these books.,1.099369532,TRUE,2
322,I _______ anything because the dentist _______ me two kinds of anaesthetic.,1.24032976,FALSE,3
323,I __________ been glad to help you. Why didn&#146;t you ask?,-0.1201053004,TRUE,3
324,"I __________behave foolishly, but I&#8217;ve grown up.",1.38061843,FALSE,2
325,I didn&#146;t understand what you said to me. ___________________,1.775108272,FALSE,2
326,I _______ dinner when I _______ to watch tv for a while.,2.267367985,FALSE,3
327,I  don&#146;t understand why you _____ lend me your car.,1.81693862,TRUE,1
328,"I don&#146;t want you to be upset, but I ___________the bill!",2.131692754,FALSE,2
329,I don´t know __________________ angry.,2.05800456,FALSE,3
330,"I ______________fat, but I lost a lot of weight in high school.",2.076462899,FALSE,2
331,"If he _______all his money, he ________on holiday to Canada.",1.113891349,TRUE,2
332,"If he were younger, he ________ able to walk faster.",1.590242901,FALSE,2
333,"If I ________ a penny  every time I hear the same excuse, I would be rich!",1.531533685,FALSE,2
334,"If I had gone to college, I ______ Economics.",1.01066631,FALSE,3
335,"If I had gone to England, I ______ missed Rachel&#146;s visit.",3.305611251,FALSE,3
336,"If I hadn&#146;t spent all the money I had, I _________ to the concert last night.",-0.538250652,TRUE,3
337,"If I __________, I would be in serious trouble with my parents.",-0.2883337935,TRUE,2
338,"If it ________ in the Sahara desert, it would be possible to grow some kind of vegetable.",-1.759257797,FALSE,2
339,"If I ________ you, I wouldn&#146;t accept that job. It sounds terrible!!",1.29994242,FALSE,2
340,"If Jan could run 100 metres in 10 seconds, he _______ an excellent athlete.",0.8757764232,TRUE,2
341,"If  __________ no oil in the engine, the car ________ ",0.6747615932,TRUE,2
342,"If smoking were allowed, I ________ a cigarette.",0.7458982265,TRUE,2
343,"If you _______ in the fridge, you _________ some cold drinks.",-1.954758357,FALSE,2
344,"If your dog ________, how many things would it say?",-1.419271453,FALSE,2
345,"If you really want to bake a delicious cake, ___________",2.809505968,TRUE,1
346,"If you ______ to what I said, none of this would have happened.",-1.01694314,TRUE,3
347,"If you _________your sandwiches now, you _________ anything for lunch!",3.84258544,FALSE,2
348,"If you _____ , you ________ the test.",0.4724650342,TRUE,2
349,I ___ go to the party because I am sick.,1.993383749,TRUE,1
350,"I ________________ go to the party, but I&#146;m not sure yet.",2.759404539,FALSE,2
351,"I haven&#146;t ________ the ferry to Ellis Island. I&#146;ve ________ work so hard, I haven&#146;t had time.",0.7956446546,TRUE,2
353,I _______ in the door when the phone _______.,0.266261569,FALSE,3
354,I ______________ Judy for more than five weeks.,3.537322616,FALSE,2
355,I like this jacket a lot. ___________________,2.587940965,FALSE,2
356,I'm feeling dizzy.______________,1.542512608,TRUE,1
357,I ________my favorite song when my sister ___________.,1.094595397,TRUE,2
358,I ________ never happy on a Sunday afternoon.,5.092115789,TRUE,1
359,___ invite to the picnic?,2.836838461,TRUE,1
366,I ____________to the beach every summer when I was a child. Too bad we live so far now.,0.1850868163,TRUE,2
367,I ______ to the cocktail party if I hadn&#146;t had so much work to do.,0.6600498652,FALSE,3
368,"It's kind of cold, please______________",0.9989665202,TRUE,1
369,_______________ It's very hot in here.,1.425165212,FALSE,2
370,"I _______ well for several days, so I _______ to see the doctor.",-0.3377682444,TRUE,3
375,I wouldn&#146;t have told you if I ______ your reaction.,5.783369456,FALSE,3
376,I ______  you if Marc hadn&#146;t told me who you were.,1.557717806,FALSE,3
377,I __________ you my umbrella if you _________ it.,1.551170036,FALSE,2
380,"James considered___________for more time to do his paper, but his professor was very tough on students.",-3.507800289,FALSE,2
382,"Jessica and her husband have ________ married for 20 years, but they have ________ separated half of the time because he works abroad.",0.6504808965,TRUE,2
383,Jim Carey________________ a new film.,0.4413481042,FALSE,1
384,John _______________ for the government since he graduated from Harvard University in 1988.,-1.309439252,FALSE,2
386,"John: I need to talk to Paul at home, but he doesn&#146;t  answer. <br><br>Claire:_________________________",-1.35713123,FALSE,1
387,John is not invited to the party. ______________,3.896784808,TRUE,1
388,John saw his friend ___________ on the test.,0.2337185449,TRUE,2
389, Jonathan ________ a pilot.,1.268337019,TRUE,1
390,"Judging by his accent, he ___________ be French.",0.1169789431,TRUE,2
392,"Karl ______________the assignment, but he postponed writing it for a week.",-2.152179565,FALSE,2
394,Laura _____________cookies for us when we were kids.,0.4399314719,TRUE,2
395,"Laura has never ________ Japanese food, but she has ________ to Japan twice.",0.5953053739,TRUE,2
396,Listen to those people. What language ____________?,-0.9851448998,FALSE,1
398,Look at those photographers! They ________________ pictures of all the people.,-2.604374892,FALSE,1
399,Look! It&#146;s raining and Professor Johnson is all wet. He __________ forgotten his umbrella again!,0.3351329992,FALSE,3
401,Madeleine ________ a Porsche if she won the lottery.,3.09765438,FALSE,2
402,_______________ many tigers left in the world.,-2.450772105,FALSE,1
405,"Mary, I won&#146;t get paid until next week. ",3.135084278,FALSE,2
407,Mary says she _________________.,-1.840608357,FALSE,1
409,"Matt and Sarah have some difficulties in their relationship, so they _____________ to a marriage counselor lately.",3.29583688,FALSE,2
410,"Melissa ____________ her job, but now she is talking about retirement.",-0.7002651893,FALSE,2
411,Mike _____________ before I left. ,-0.03501737615,FALSE,1
413,_______________. Mine is being repaired.,-0.1679500624,TRUE,2
414,_______________ much information available on this issue.<br><br>,5.588265347,TRUE,1
415,My auntie Harriet is _______________ a mule.,-0.8819676358,FALSE,2
418,My parents have always ________ in Malibu. They have never  ________.,-3.16426231,FALSE,2
419,Nancy ______________ her presentation while Billy _______ his class project.,0.7481567839,TRUE,2
420,"Next time you visit Cartagena, ___________________",2.118779001,TRUE,1
423,"Oh, Anna isn&#146;t at home!_____________",3.331595714,FALSE,2
424,Oh no! It ________________ and I don´t have my umbrella.,-3.025421942,FALSE,1
425,_______________ only one way to solve this problem.,2.253243353,TRUE,1
426,"On the list, there were several young athletes_________________________.",1.992352493,FALSE,3
430,Pepe Hernández _____________ in Cuenca from 1992 to 1995. ,-1.280216235,FALSE,1
432,Phil felt thirsty _____ he had finished the race.,-2.197224586,TRUE,3
433,Planes is one of the most popular movies for children. It  __________ at Cinemark.,-1.786738993,FALSE,1
434,"Predictably, the students ______________.",0.6566373677,FALSE,3
435,Richard_____________ at the company if he really wants to keep his job.,-0.7244242833,FALSE,1
437,"Robert: Have you ever been to Paris?<br>Lucy: No, but ________ next year with my parents.<br>",3.305630901,TRUE,1
439,Sam ________________________  I was upset.,-3.160414578,TRUE,3
440,"Samuel has never ________ the metro, a bus or a car. He has always ________ his horse wherever he goes.",-3.839281562,FALSE,2
445,She __________ been here yesterday. John told me he saw her at the bar.,4.276741674,FALSE,3
446,She can&#146;t _____________ hiking because she&#146;s sick.,-1.564421099,FALSE,1
450,She wanted to buy a scarf _______ .<br>,-1.772655954,TRUE,3
454,Sofia didn&#146;t _____________ anything for breakfast this morning.,-2.585939838,FALSE,1
463,The answers ________.,1.713415842,FALSE,3
464,The au-pair _____________________  to strangers.,-0.7072652895,TRUE,3
465,The chairman of News International said that in New Orleans ________ bad information came from bloggers.,2.740383634,FALSE,3
467,"________ the evidence is detailed, conclusive, and corroborated by multiple sources.",1.13450291,FALSE,3
468,The flight attendant __________________ fasten our safety belts.,3.682359858,FALSE,3
469,The food in Japan is expensive. It ___ a lot to live there.<br><br>,0.6680635162,FALSE,1
474,Their job is great because they ___ a lot of people.<br><br>,1.465858407,TRUE,1
476,"The kids didn&#146;t study. _____, they failed the course.",-1.201456731,TRUE,3
477,The mail carrier told us _____________ looking for the address for a long time.,2.050619798,FALSE,3
478,"The night before the assignment was due, John ___________as much as possible on the topic, but there wasn&#146;t enough time.",2.565512716,FALSE,2
479,The passerby __________________ the paramedics.,1.72571234,FALSE,3
480,"The police were not able to find evidence against her, _____.",-1.376762369,TRUE,3
485,The sea level __________ if the planet ________ hotter.,-0.4347772309,TRUE,2
490,The US movie industry has made attempts to sell _______ movies online.,-1.78187814,TRUE,3
491,"________ the victims recognized him as the thief. Therefore, he was released right away.",-1.642492492,TRUE,3
493,"They ________________ be away for the weekend, but I&#146;m not sure.",-0.897615133,FALSE,2
496,They _____________the dishes while the kids ______________.,-1.130852453,FALSE,2
497,This ________________ be the right answer. It's in the book.,2.444399203,FALSE,2
498,This case is very difficult! ________________,0.6185325417,TRUE,2
500,This movie is boring as hell. Look! Even those guys______________,-1.947269361,FALSE,1
501,"This room is totally untidy, I&#146;m going to_________________ it.",-0.2234029654,TRUE,3
502,This situation is very uncomfortable. ____________  to Jim about it?,0.6365999322,FALSE,1
503,"This year, I would like _________Niagara Falls.",0.5798329153,FALSE,1
505,Those windows are very dirty. I think ________,-2.705939006,FALSE,1
